checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
< 0 DM,48.0,good,car,3931.0,< 100 DM,4 - 7 years,4.0,4.0,46.0,none,other,1.0,skilled,2.0,no,yes
1 - 200 DM,36.0,poor,car,7432.0,< 100 DM,1 - 4 years,2.0,2.0,54.0,none,rent,1.0,skilled,1.0,no,no
unknown,6.0,good,furniture/appliances,1338.0,500 - 1000 DM,1 - 4 years,1.0,4.0,62.0,none,own,,skilled,1.0,no,no
unknown,6.0,critical,furniture/appliances,1554.0,< 100 DM,4 - 7 years,1.0,2.0,24.0,none,rent,2.0,skilled,1.0,yes,no
< 0 DM,36.0,good,car0,15857.0,< 100 DM,unemployed,2.0,3.0,43.0,none,own,1.0,management,1.0,no,no
< 0 DM,18.0,good,furniture/appliances,,< 100 DM,1 - 4 years,4.0,3.0,26.0,bank,own,1.0,skilled,1.0,no,yes
unknown,12.0,good,car,1101.0,< 100 DM,1 - 4 years,3.0,2.0,27.0,,own,2.0,skilled,1.0,yes,
> 200 DM,12.0,good,furniture/appliances,3016.0,< 100 DM,1 - 4 years,3.0,1.0,24.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,36.0,good,furniture/appliances,,< 100 DM,> 7 years,2.0,2.0,41.0,bank,own,1.0,skilled,2.0,no,yes
< 0 DM,8.0,critical,car,731.0,< 100 DM,> 7 years,4.0,4.0,47.0,none,own,2.0,unskilled,1.0,no,no
unknown,18.0,critical,furniture/appliances,3780.0,< 100 DM,< 1 year,3.0,2.0,35.0,none,own,2.0,management,1.0,yes,no
< 0 DM,21.0,critical,car,1602.0,< 100 DM,> 7 years,4.0,3.0,30.0,none,own,2.0,skilled,1.0,yes,no
< 0 DM,18.0,critical,car,3966.0,< 100 DM,> 7 years,1.0,4.0,33.0,bank,rent,3.0,skilled,1.0,yes,yes
unknown,18.0,perfect,business,4165.0,< 100 DM,1 - 4 years,2.0,2.0,36.0,store,own,2.0,skilled,2.0,no,yes
< 0 DM,36.0,good,car,8335.0,unknown,> 7 years,3.0,4.0,47.0,none,other,1.0,,1.0,no,yes
1 - 200 DM,48.0,poor,business,6681.0,unknown,1 - 4 years,4.0,4.0,38.0,none,other,1.0,skilled,2.0,yes,no
unknown,24.0,poor,business,2375.0,500 - 1000 DM,1 - 4 years,4.0,2.0,44.0,none,own,2.0,skilled,2.0,yes,no
< 0 DM,18.0,good,car,1216.0,< 100 DM,< 1 year,4.0,3.0,23.0,none,rent,1.0,skilled,1.0,yes,yes
< 0 DM,45.0,perfect,business,11816.0,< 100 DM,> 7 years,2.0,4.0,29.0,none,rent,2.0,skilled,1.0,no,yes
1 - 200 DM,24.0,good,,5084.0,unknown,> 7 years,2.0,4.0,42.0,none,own,1.0,skilled,1.0,yes,no
> 200 DM,15.0,good,furniture/appliances,2327.0,< 100 DM,< 1 year,2.0,3.0,25.0,none,own,1.0,unskilled,1.0,no,yes
< 0 DM,12.0,perfect,car,1082.0,< 100 DM,1 - 4 years,4.0,4.0,48.0,bank,own,2.0,skilled,1.0,no,yes
unknown,12.0,good,furniture/appliances,886.0,unknown,1 - 4 years,4.0,2.0,21.0,none,own,1.0,skilled,1.0,no,no
unknown,4.0,good,furniture/appliances,601.0,< 100 DM,< 1 year,1.0,3.0,23.0,none,rent,1.0,unskilled,2.0,no,no
< 0 DM,24.0,critical,car,2957.0,< 100 DM,> 7 years,4.0,4.0,63.0,none,own,2.0,skilled,1.0,yes,no
unknown,24.0,critical,furniture/appliances,2611.0,< 100 DM,> 7 years,4.0,3.0,46.0,none,own,2.0,skilled,,no,no
< 0 DM,36.0,good,furniture/appliances,5179.0,< 100 DM,4 - 7 years,4.0,2.0,29.0,none,own,1.0,skilled,1.0,no,
unknown,21.0,poor,car,2993.0,< 100 DM,1 - 4 years,3.0,2.0,28.0,store,own,2.0,unskilled,1.0,no,no
unknown,18.0,good,renovations,1943.0,< 100 DM,< 1 year,4.0,4.0,23.0,none,own,1.0,skilled,1.0,no,yes
unknown,24.0,very good,business,1559.0,< 100 DM,4 - 7 years,4.0,4.0,50.0,bank,own,1.0,skilled,1.0,,no
unknown,18.0,good,furniture/appliances,3422.0,< 100 DM,> 7 years,4.0,4.0,47.0,bank,own,3.0,skilled,,yes,no
1 - 200 DM,21.0,good,furniture/appliances,,unknown,4 - 7 years,2.0,3.0,35.0,none,own,1.0,skilled,1.0,yes,no
unknown,18.0,good,car,,unknown,1 - 4 years,2.0,4.0,68.0,none,rent,2.0,skilled,1.0,no,yes
unknown,24.0,good,car,1249.0,< 100 DM,< 1 year,4.0,2.0,28.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,9.0,good,furniture/appliances,1364.0,< 100 DM,4 - 7 years,3.0,4.0,59.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,12.0,good,furniture/appliances,709.0,< 100 DM,> 7 years,4.0,4.0,57.0,store,own,1.0,unskilled,1.0,no,yes
< 0 DM,20.0,critical,car,2235.0,< 100 DM,1 - 4 years,4.0,2.0,33.0,bank,rent,2.0,skilled,1.0,no,yes
unknown,24.0,critical,car,4042.0,unknown,4 - 7 years,3.0,4.0,43.0,none,own,2.0,skilled,1.0,yes,no
unknown,15.0,critical,furniture/appliances,1471.0,< 100 DM,1 - 4 years,4.0,4.0,35.0,none,other,2.0,skilled,1.0,yes,no
< 0 DM,18.0,very good,car,1442.0,< 100 DM,4 - 7 years,4.0,4.0,32.0,none,other,2.0,unskilled,2.0,no,yes
unknown,36.0,poor,car,10875.0,< 100 DM,> 7 years,2.0,2.0,45.0,none,own,2.0,skilled,2.0,yes,no
unknown,24.0,good,car,1474.0,100 - 500 DM,< 1 year,4.0,3.0,33.0,none,own,1.0,skilled,1.0,yes,no
unknown,10.0,good,education,894.0,unknown,4 - 7 years,4.0,3.0,40.0,none,own,1.0,skilled,1.0,yes,no
unknown,15.0,critical,furniture/appliances,3343.0,< 100 DM,1 - 4 years,4.0,2.0,28.0,none,other,1.0,skilled,1.0,yes,no
< 0 DM,15.0,good,car,3959.0,< 100 DM,1 - 4 years,3.0,2.0,29.0,none,own,1.0,skilled,1.0,yes,yes
unknown,,good,car,3577.0,100 - 500 DM,1 - 4 years,1.0,2.0,26.0,none,rent,,skilled,2.0,no,no
unknown,24.0,critical,car,5804.0,> 1000 DM,1 - 4 years,4.0,2.0,27.0,none,own,2.0,skilled,1.0,no,no
unknown,18.0,,business,2169.0,< 100 DM,1 - 4 years,4.0,2.0,28.0,none,own,1.0,skilled,1.0,yes,yes
< 0 DM,24.0,good,furniture/appliances,,< 100 DM,< 1 year,4.0,4.0,35.0,none,own,1.0,skilled,1.0,yes,yes
unknown,27.0,critical,furniture/appliances,4526.0,> 1000 DM,< 1 year,4.0,2.0,32.0,store,own,2.0,unskilled,2.0,yes,no
unknown,10.0,good,furniture/appliances,2210.0,< 100 DM,1 - 4 years,2.0,2.0,25.0,bank,rent,1.0,unskilled,1.0,no,yes
unknown,15.0,,furniture/appliances,2221.0,500 - 1000 DM,1 - 4 years,2.0,4.0,20.0,none,rent,1.0,skilled,1.0,no,no
< 0 DM,18.0,good,furniture/appliances,2389.0,< 100 DM,< 1 year,4.0,1.0,27.0,store,own,1.0,skilled,1.0,no,no
unknown,12.0,critical,furniture/appliances,3331.0,< 100 DM,> 7 years,,4.0,42.0,store,own,1.0,skilled,1.0,no,
unknown,36.0,good,business,7409.0,unknown,> 7 years,3.0,2.0,37.0,none,own,2.0,skilled,1.0,no,no
< 0 DM,12.0,good,furniture/appliances,652.0,< 100 DM,> 7 years,4.0,4.0,24.0,none,rent,1.0,skilled,1.0,no,no
unknown,36.0,poor,furniture/appliances,,500 - 1000 DM,4 - 7 years,,4.0,40.0,none,own,2.0,skilled,1.0,,no
> 200 DM,6.0,critical,car,1343.0,< 100 DM,> 7 years,1.0,4.0,46.0,none,own,2.0,skilled,2.0,no,no
< 0 DM,24.0,critical,business,1382.0,100 - 500 DM,4 - 7 years,4.0,1.0,26.0,none,own,2.0,skilled,1.0,yes,no
unknown,15.0,good,furniture/appliances,874.0,unknown,< 1 year,4.0,1.0,24.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,12.0,good,furniture/appliances,3590.0,< 100 DM,1 - 4 years,2.0,2.0,29.0,none,own,1.0,unskilled,2.0,no,no
1 - 200 DM,11.0,critical,car,1322.0,> 1000 DM,1 - 4 years,4.0,4.0,40.0,none,own,2.0,skilled,1.0,no,no
< 0 DM,18.0,very good,furniture/appliances,1940.0,< 100 DM,< 1 year,3.0,4.0,36.0,bank,other,1.0,management,1.0,yes,no
unknown,36.0,good,furniture/appliances,3595.0,< 100 DM,> 7 years,4.0,2.0,28.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,9.0,good,car,1422.0,< 100 DM,< 1 year,3.0,2.0,27.0,none,other,1.0,management,1.0,yes,yes
unknown,30.0,critical,furniture/appliances,6742.0,unknown,4 - 7 years,2.0,3.0,36.0,none,own,2.0,skilled,1.0,,no
unknown,24.0,good,car,7814.0,< 100 DM,4 - 7 years,3.0,3.0,38.0,none,own,1.0,management,1.0,yes,no
unknown,24.0,good,car,9277.0,unknown,1 - 4 years,2.0,4.0,48.0,none,other,1.0,skilled,1.0,yes,no
1 - 200 DM,30.0,critical,car,2181.0,unknown,> 7 years,4.0,4.0,36.0,none,own,2.0,skilled,1.0,no,no
unknown,18.0,critical,furniture/appliances,1098.0,< 100 DM,unemployed,4.0,4.0,65.0,none,own,2.0,,1.0,no,no
,24.0,good,furniture/appliances,4057.0,< 100 DM,4 - 7 years,3.0,3.0,43.0,none,own,1.0,skilled,1.0,yes,yes
< 0 DM,12.0,good,education,795.0,< 100 DM,< 1 year,4.0,4.0,53.0,none,own,1.0,skilled,1.0,no,yes
1 - 200 DM,24.0,critical,business,2825.0,unknown,4 - 7 years,4.0,3.0,34.0,none,own,2.0,skilled,2.0,yes,no
1 - 200 DM,48.0,good,business,15672.0,< 100 DM,1 - 4 years,2.0,2.0,23.0,none,own,1.0,skilled,1.0,yes,yes
unknown,36.0,critical,car,6614.0,< 100 DM,> 7 years,4.0,4.0,34.0,none,own,2.0,management,1.0,yes,no
,28.0,very good,car,7824.0,unknown,,3.0,4.0,40.0,bank,rent,2.0,skilled,2.0,yes,no
< 0 DM,27.0,critical,business,2442.0,< 100 DM,> 7 years,4.0,4.0,43.0,store,own,4.0,management,2.0,yes,no
unknown,15.0,critical,furniture/appliances,1829.0,< 100 DM,> 7 years,4.0,4.0,46.0,none,own,2.0,skilled,1.0,yes,no
< 0 DM,12.0,critical,car,2171.0,< 100 DM,1 - 4 years,4.0,4.0,38.0,bank,own,2.0,unskilled,1.0,no,no
1 - 200 DM,36.0,critical,car,5800.0,< 100 DM,1 - 4 years,3.0,4.0,34.0,none,own,2.0,skilled,,yes,
unknown,18.0,critical,furniture/appliances,1169.0,unknown,1 - 4 years,,3.0,29.0,none,own,2.0,skilled,1.0,yes,no
unknown,36.0,poor,car,8947.0,unknown,4 - 7 years,3.0,2.0,31.0,store,,1.0,management,2.0,yes,no
< 0 DM,21.0,good,furniture/appliances,2606.0,< 100 DM,< 1 year,4.0,4.0,28.0,none,rent,1.0,management,1.0,yes,
unknown,12.0,critical,furniture/appliances,1592.0,> 1000 DM,4 - 7 years,3.0,2.0,35.0,none,own,1.0,skilled,1.0,no,no
unknown,15.0,good,furniture/appliances,2186.0,unknown,4 - 7 years,,4.0,33.0,bank,rent,1.0,unskilled,1.0,no,no
< 0 DM,18.0,good,furniture/appliances,4153.0,< 100 DM,1 - 4 years,2.0,3.0,42.0,none,own,1.0,skilled,1.0,no,yes
,16.0,critical,car,2625.0,< 100 DM,> 7 years,2.0,4.0,43.0,bank,rent,1.0,skilled,1.0,yes,yes
unknown,20.0,critical,car,3485.0,unknown,< 1 year,2.0,4.0,44.0,none,own,2.0,skilled,1.0,yes,no
unknown,36.0,critical,car,10477.0,unknown,> 7 years,2.0,4.0,42.0,none,other,2.0,skilled,1.0,,no
unknown,15.0,good,furniture/appliances,1386.0,unknown,1 - 4 years,4.0,2.0,40.0,,rent,1.0,skilled,1.0,yes,no
unknown,24.0,good,furniture/appliances,1278.0,< 100 DM,> 7 years,4.0,1.0,36.0,none,own,1.0,management,1.0,yes,no
< 0 DM,12.0,good,furniture/appliances,1107.0,< 100 DM,1 - 4 years,2.0,2.0,20.0,none,rent,1.0,management,2.0,yes,no
< 0 DM,21.0,good,car,3763.0,unknown,4 - 7 years,2.0,2.0,24.0,none,own,1.0,unskilled,1.0,no,no
1 - 200 DM,36.0,good,education,3711.0,unknown,1 - 4 years,2.0,2.0,27.0,none,own,1.0,skilled,1.0,no,no
unknown,15.0,poor,car,3594.0,< 100 DM,< 1 year,1.0,2.0,46.0,none,own,2.0,,1.0,no,no
1 - 200 DM,9.0,good,car,3195.0,unknown,1 - 4 years,1.0,2.0,33.0,none,own,1.0,unskilled,1.0,no,no
unknown,36.0,poor,furniture/appliances,4454.0,< 100 DM,1 - 4 years,4.0,4.0,34.0,none,own,2.0,skilled,1.0,no,no
1 - 200 DM,24.0,critical,furniture/appliances,4736.0,< 100 DM,< 1 year,2.0,,25.0,bank,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,30.0,good,furniture/appliances,2991.0,unknown,> 7 years,2.0,4.0,25.0,none,own,1.0,skilled,1.0,no,no
unknown,11.0,good,business,2142.0,> 1000 DM,> 7 years,1.0,2.0,,none,own,1.0,skilled,1.0,yes,no
< 0 DM,24.0,very good,business,3161.0,< 100 DM,1 - 4 years,4.0,2.0,31.0,none,rent,1.0,skilled,1.0,yes,yes
1 - 200 DM,48.0,perfect,car0,18424.0,< 100 DM,1 - 4 years,,2.0,32.0,bank,own,1.0,management,1.0,yes,yes
unknown,10.0,good,car,2848.0,100 - 500 DM,1 - 4 years,1.0,2.0,32.0,none,own,1.0,,2.0,no,no
< 0 DM,6.0,good,car,14896.0,< 100 DM,> 7 years,1.0,4.0,68.0,bank,own,1.0,management,1.0,yes,
< 0 DM,24.0,good,furniture/appliances,2359.0,100 - 500 DM,unemployed,1.0,1.0,33.0,none,own,1.0,skilled,1.0,no,yes
< 0 DM,24.0,good,furniture/appliances,3345.0,< 100 DM,> 7 years,4.0,,39.0,none,rent,1.0,management,1.0,yes,yes
unknown,18.0,critical,furniture/appliances,1817.0,< 100 DM,1 - 4 years,4.0,2.0,28.0,none,own,2.0,skilled,1.0,no,no
unknown,48.0,poor,furniture/appliances,12749.0,500 - 1000 DM,4 - 7 years,4.0,1.0,,none,own,1.0,management,1.0,yes,no
< 0 DM,9.0,good,furniture/appliances,1366.0,< 100 DM,< 1 year,3.0,4.0,22.0,none,rent,1.0,skilled,1.0,no,yes
1 - 200 DM,,good,car,2002.0,< 100 DM,4 - 7 years,,4.0,30.0,none,rent,1.0,skilled,2.0,yes,no
< 0 DM,24.0,very good,furniture/appliances,6872.0,< 100 DM,< 1 year,2.0,1.0,55.0,bank,own,1.0,skilled,1.0,yes,yes
< 0 DM,12.0,very good,car,697.0,< 100 DM,< 1 year,4.0,2.0,46.0,bank,own,2.0,skilled,1.0,yes,yes
< 0 DM,18.0,critical,furniture/appliances,1049.0,< 100 DM,< 1 year,4.0,4.0,21.0,none,rent,1.0,skilled,1.0,no,no
< 0 DM,48.0,good,car,10297.0,< 100 DM,4 - 7 years,4.0,4.0,39.0,store,other,3.0,skilled,2.0,yes,yes
unknown,30.0,good,furniture/appliances,1867.0,unknown,> 7 years,4.0,4.0,58.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,12.0,poor,car,1344.0,< 100 DM,1 - 4 years,4.0,2.0,43.0,none,own,2.0,unskilled,2.0,no,no
< 0 DM,24.0,good,furniture/appliances,1747.0,< 100 DM,< 1 year,4.0,1.0,24.0,none,own,1.0,unskilled,1.0,no,no
1 - 200 DM,9.0,good,furniture/appliances,1670.0,< 100 DM,< 1 year,4.0,2.0,22.0,none,own,1.0,skilled,1.0,yes,yes
unknown,9.0,critical,car,1224.0,< 100 DM,1 - 4 years,3.0,1.0,30.0,none,own,2.0,skilled,1.0,no,no
unknown,12.0,critical,furniture/appliances,522.0,500 - 1000 DM,> 7 years,4.0,4.0,42.0,none,own,2.0,skilled,2.0,yes,no
< 0 DM,12.0,good,furniture/appliances,1498.0,< 100 DM,1 - 4 years,4.0,1.0,23.0,bank,own,1.0,skilled,1.0,no,no
1 - 200 DM,30.0,poor,furniture/appliances,1919.0,100 - 500 DM,< 1 year,4.0,3.0,30.0,store,own,2.0,management,1.0,no,yes
> 200 DM,9.0,good,furniture/appliances,745.0,< 100 DM,1 - 4 years,3.0,2.0,28.0,none,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,6.0,good,furniture/appliances,2063.0,< 100 DM,< 1 year,4.0,3.0,30.0,none,rent,1.0,management,1.0,yes,no
1 - 200 DM,60.0,good,education,6288.0,< 100 DM,1 - 4 years,4.0,4.0,42.0,,other,1.0,skilled,1.0,no,yes
,24.0,,car,6842.0,unknown,1 - 4 years,2.0,4.0,46.0,none,own,2.0,management,2.0,yes,no
unknown,12.0,good,car,3527.0,unknown,< 1 year,2.0,3.0,45.0,none,own,1.0,management,2.0,yes,no
,10.0,good,car,1546.0,< 100 DM,1 - 4 years,3.0,2.0,31.0,none,own,1.0,unskilled,2.0,no,no
unknown,24.0,good,furniture/appliances,929.0,unknown,4 - 7 years,4.0,2.0,31.0,store,own,1.0,skilled,1.0,yes,no
unknown,4.0,critical,car,1455.0,< 100 DM,4 - 7 years,2.0,1.0,42.0,none,own,3.0,unskilled,2.0,no,no
< 0 DM,15.0,good,furniture/appliances,1845.0,< 100 DM,< 1 year,4.0,1.0,46.0,none,rent,1.0,skilled,1.0,no,no
1 - 200 DM,48.0,perfect,car,8358.0,500 - 1000 DM,< 1 year,1.0,1.0,30.0,none,own,2.0,skilled,1.0,no,no
< 0 DM,24.0,very good,furniture/appliances,3349.0,500 - 1000 DM,< 1 year,4.0,4.0,30.0,none,other,,skilled,2.0,yes,yes
unknown,12.0,good,car,2859.0,unknown,unemployed,4.0,4.0,38.0,none,own,1.0,management,1.0,yes,no
unknown,18.0,good,furniture/appliances,1533.0,< 100 DM,< 1 year,4.0,1.0,43.0,none,own,1.0,unskilled,2.0,no,yes
unknown,24.0,good,furniture/appliances,3621.0,100 - 500 DM,> 7 years,2.0,4.0,31.0,none,,2.0,skilled,1.0,no,
1 - 200 DM,18.0,critical,business,3590.0,< 100 DM,unemployed,3.0,3.0,40.0,none,own,3.0,unemployed,2.0,yes,no
< 0 DM,36.0,poor,business,2145.0,< 100 DM,4 - 7 years,2.0,1.0,24.0,none,own,2.0,skilled,1.0,yes,yes
1 - 200 DM,24.0,good,car,4113.0,500 - 1000 DM,< 1 year,3.0,4.0,28.0,none,rent,1.0,skilled,1.0,no,yes
unknown,36.0,good,furniture/appliances,10974.0,< 100 DM,unemployed,4.0,2.0,26.0,none,,2.0,management,1.0,yes,yes
< 0 DM,12.0,good,car,1893.0,< 100 DM,1 - 4 years,4.0,4.0,29.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,24.0,critical,furniture/appliances,1231.0,,> 7 years,4.0,4.0,57.0,none,rent,2.0,management,1.0,yes,no
> 200 DM,30.0,critical,furniture/appliances,3656.0,unknown,> 7 years,4.0,4.0,49.0,store,own,2.0,unskilled,1.0,no,no
1 - 200 DM,9.0,critical,furniture/appliances,1154.0,< 100 DM,> 7 years,,4.0,37.0,none,own,3.0,unskilled,,no,no
< 0 DM,28.0,good,car,4006.0,< 100 DM,1 - 4 years,3.0,2.0,45.0,none,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,24.0,good,furniture/appliances,3069.0,100 - 500 DM,> 7 years,4.0,4.0,30.0,none,other,1.0,skilled,1.0,no,no
unknown,6.0,critical,furniture/appliances,1740.0,< 100 DM,> 7 years,,2.0,30.0,none,rent,2.0,skilled,1.0,no,no
1 - 200 DM,21.0,poor,car,2353.0,,1 - 4 years,1.0,4.0,47.0,none,own,2.0,skilled,1.0,no,no
unknown,15.0,good,car,3556.0,unknown,1 - 4 years,3.0,2.0,29.0,none,own,1.0,skilled,1.0,no,no
unknown,24.0,good,furniture/appliances,2397.0,500 - 1000 DM,> 7 years,3.0,2.0,35.0,bank,own,2.0,skilled,1.0,,yes
1 - 200 DM,6.0,good,renovations,454.0,< 100 DM,< 1 year,3.0,1.0,22.0,none,own,1.0,unskilled,1.0,no,
1 - 200 DM,30.0,,furniture/appliances,1715.0,unknown,1 - 4 years,4.0,1.0,26.0,none,own,1.0,skilled,1.0,no,no
1 - 200 DM,27.0,critical,furniture/appliances,2520.0,500 - 1000 DM,1 - 4 years,4.0,2.0,23.0,none,own,2.0,unskilled,1.0,no,yes
unknown,15.0,good,furniture/appliances,,< 100 DM,> 7 years,4.0,2.0,54.0,bank,rent,1.0,management,1.0,yes,no
unknown,42.0,good,furniture/appliances,7166.0,unknown,4 - 7 years,2.0,4.0,29.0,none,rent,1.0,skilled,1.0,yes,no
< 0 DM,11.0,critical,car,3939.0,< 100 DM,1 - 4 years,1.0,2.0,40.0,none,own,2.0,unskilled,2.0,no,no
1 - 200 DM,15.0,good,renovations,1514.0,100 - 500 DM,1 - 4 years,4.0,2.0,22.0,none,own,1.0,skilled,1.0,no,no
unknown,24.0,good,car,7393.0,< 100 DM,1 - 4 years,1.0,4.0,43.0,none,own,1.0,unskilled,,no,no
< 0 DM,24.0,very good,,1193.0,< 100 DM,unemployed,1.0,4.0,29.0,none,rent,2.0,unemployed,1.0,no,yes
< 0 DM,,good,business,7297.0,< 100 DM,> 7 years,4.0,4.0,36.0,none,rent,1.0,skilled,1.0,no,yes
unknown,30.0,critical,furniture/appliances,2831.0,< 100 DM,1 - 4 years,4.0,2.0,33.0,none,own,1.0,skilled,1.0,yes,no
> 200 DM,24.0,good,furniture/appliances,1258.0,500 - 1000 DM,1 - 4 years,3.0,3.0,57.0,none,own,1.0,unskilled,1.0,no,no
1 - 200 DM,6.0,good,furniture/appliances,753.0,< 100 DM,1 - 4 years,2.0,3.0,,none,own,1.0,skilled,1.0,no,no
1 - 200 DM,18.0,poor,business,2427.0,unknown,> 7 years,4.0,2.0,42.0,none,own,2.0,skilled,1.0,no,no
unknown,24.0,poor,car,2538.0,< 100 DM,> 7 years,4.0,4.0,47.0,none,own,2.0,unskilled,2.0,no,yes
1 - 200 DM,15.0,very good,car,1264.0,100 - 500 DM,1 - 4 years,2.0,2.0,,none,rent,1.0,skilled,1.0,no,yes
,30.0,critical,furniture/appliances,8386.0,< 100 DM,4 - 7 years,2.0,2.0,49.0,,own,1.0,skilled,1.0,no,yes
unknown,48.0,good,business,4844.0,< 100 DM,unemployed,3.0,2.0,33.0,bank,rent,,management,1.0,yes,yes
> 200 DM,,good,car,2923.0,100 - 500 DM,1 - 4 years,1.0,1.0,,bank,own,1.0,management,,yes,no
< 0 DM,36.0,good,car,8229.0,< 100 DM,1 - 4 years,2.0,2.0,26.0,none,own,1.0,skilled,2.0,no,yes
unknown,24.0,,furniture/appliances,2028.0,< 100 DM,4 - 7 years,2.0,2.0,30.0,none,own,2.0,unskilled,1.0,no,no
< 0 DM,15.0,critical,furniture/appliances,1433.0,< 100 DM,1 - 4 years,4.0,3.0,25.0,none,rent,2.0,skilled,1.0,no,no
> 200 DM,42.0,perfect,business,6289.0,< 100 DM,< 1 year,2.0,1.0,33.0,none,own,2.0,skilled,1.0,no,no
unknown,13.0,good,furniture/appliances,1409.0,100 - 500 DM,unemployed,2.0,4.0,64.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,24.0,good,car,6579.0,< 100 DM,unemployed,4.0,2.0,29.0,none,other,1.0,management,1.0,yes,no
1 - 200 DM,24.0,critical,furniture/appliances,1743.0,< 100 DM,> 7 years,4.0,2.0,48.0,none,own,2.0,unskilled,1.0,no,no
unknown,,critical,education,3565.0,unknown,< 1 year,2.0,1.0,37.0,none,own,2.0,unskilled,2.0,,no
unknown,15.0,very good,furniture/appliances,1569.0,100 - 500 DM,> 7 years,4.0,4.0,34.0,bank,own,1.0,unskilled,2.0,no,no
< 0 DM,18.0,good,furniture/appliances,1936.0,unknown,4 - 7 years,2.0,4.0,23.0,none,rent,2.0,unskilled,1.0,no,no
< 0 DM,36.0,good,furniture/appliances,3959.0,< 100 DM,unemployed,4.0,3.0,30.0,none,own,1.0,management,1.0,yes,no
unknown,12.0,,car,2390.0,unknown,> 7 years,4.0,3.0,50.0,,own,1.0,skilled,1.0,yes,no
unknown,12.0,good,furniture/appliances,1736.0,< 100 DM,4 - 7 years,3.0,,31.0,none,own,1.0,unskilled,1.0,no,no
< 0 DM,30.0,good,car,3857.0,< 100 DM,1 - 4 years,4.0,4.0,40.0,none,own,1.0,management,1.0,yes,no
unknown,12.0,good,furniture/appliances,804.0,< 100 DM,> 7 years,4.0,4.0,38.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,45.0,good,furniture/appliances,1845.0,< 100 DM,1 - 4 years,4.0,4.0,23.0,none,other,1.0,skilled,1.0,yes,yes
1 - 200 DM,45.0,critical,car,4576.0,100 - 500 DM,unemployed,3.0,4.0,27.0,none,own,1.0,skilled,1.0,no,no
